Duration,,
1.37,1.38964557,1.36
1.34,,
1.28,,
1.38,,
1.33,,
1.26,,
1.4,,
1.44,,
1.3,,
1.24,,
1.34,,
1.62,,
1.79,,
1.3,,
1.53,,
1.48,,
1.29,,
1.35,,
1.39,,
1.25,,
1.46,,
1.41,,
1.31,,
1.26,,
1.62,,
1.32,,
1.37,,
1.45,,
1.26,,
1.37,,
1.62,,
1.47,,
1.26,,
1.28,,
1.39,,
1.42,,
1.37,,
1.43,,
1.27,,
1.4,,
1.22,,
1.37,,
1.45,,
1.37,,
1.48,,
1.32,,
1.49,,
1.43,,
1.27,,
1.42,,
1.29,,
1.25,,
1.26,,
1.27,,
1.56,,
1.35,,
1.36,,
1.51,,
1.31,,
1.36,,
1.46,,
1.41,,
1.22,,
1.53,,
1.62,,
1.29,,
1.25,,
1.37,,
1.38,,
1.56,,
1.69,,
1.24,,
1.78,,
1.25,,
1.22,,
1.37,,
1.48,,
1.28,,
1.52,,
1.38,,
1.25,,
1.33,,
1.37,,
1.26,,
1.42,,
1.25,,
1.25,,
1.62,,
1.26,,
1.24,,
1.42,,
1.47,,
1.46,,
1.4,,
1.31,,
1.3,,
1.44,,
1.33,,
1.23,,
1.41,,
1.66,,
1.42,,
1.71,,
1.29,,
1.62,,
1.37,,
1.36,,
1.53,,
1.4,,
1.63,,
1.21,,
1.59,,
1.47,,
1.89,,
1.49,,
1.37,,
1.42,,
1.39,,
1.39,,
1.53,,
1.36,,
1.37,,
1.33,,
1.48,,
1.32,,
1.31,,
1.25,,
1.58,,
1.21,,
1.29,,
1.33,,
1.3,,
1.55,,
1.43,,
1.32,,
1.46,,
1.4,,
1.4,,
1.46,,
1.57,,
1.35,,
1.3,,
1.46,,
1.22,,
1.27,,
1.26,,
1.27,,
1.39,,
1.22,,
1.2,,
1.39,,
1.23,,
1.44,,
1.26,,
1.41,,
1.42,,
1.23,,
1.56,,
1.25,,
1.34,,
1.26,,
1.31,,
1.47,,
1.49,,
1.5,,
1.46,,
1.26,,
1.58,,
1.4,,
1.38,,
1.26,,
1.29,,
1.24,,
1.71,,
1.74,,
1.27,,
1.21,,
1.32,,
1.43,,
1.32,,
1.2,,
1.31,,
1.32,,
1.43,,
1.27,,
1.18,,
1.41,,
1.27,,
1.39,,
1.25,,
1.34,,
1.3,,
1.5,,
1.58,,
1.3,,
1.38,,
1.34,,
1.47,,
1.22,,
1.23,,
1.49,,
1.37,,
1.42,,
1.51,,
1.34,,
1.37,,
1.38,,
1.24,,
1.19,,
1.24,,
1.37,,
1.35,,
1.98,,
1.54,,
1.55,,
1.44,,
1.62,,
1.29,,
1.34,,
1.34,,
1.36,,
1.4,,
1.36,,
1.57,,
1.49,,
1.28,,
1.22,,
1.4,,
1.23,,
1.31,,
1.51,,
1.29,,
1.36,,
1.68,,
1.75,,
1.27,,
1.38,,
1.32,,
1.31,,
1.43,,
1.47,,
1.41,,
1.39,,
1.23,,
1.26,,
1.38,,
1.24,,
1.44,,
1.46,,
1.43,,
1.4,,
1.29,,
1.31,,
1.49,,
1.61,,
1.33,,
1.38,,
1.34,,
1.35,,
1.34,,
1.41,,
1.3,,
1.27,,
1.71,,
1.28,,
1.43,,
1.5,,
1.4,,
1.37,,
1.42,,
1.35,,
2.67,,
1.38,,
1.28,,
1.25,,
1.27,,
1.6,,
1.41,,
1.24,,
1.27,,
1.85,,
1.34,,
1.57,,
1.39,,
1.38,,
1.62,,
1.48,,
1.52,,
1.57,,
1.44,,
1.39,,
1.56,,
1.69,,
1.66,,
1.22,,
1.36,,
1.29,,
1.57,,
1.6,,
1.56,,
1.5,,
1.4,,
1.32,,
1.26,,
1.28,,
1.39,,
1.22,,
1.39,,
1.45,,
1.42,,
1.27,,
1.43,,
1.37,,
1.33,,
1.33,,
1.44,,
1.39,,
1.33,,
1.41,,
1.58,,
1.71,,
1.43,,
1.25,,
1.32,,
1.62,,
1.39,,
1.4,,
1.34,,
1.39,,
1.6,,
1.3,,
1.44,,
1.47,,
1.22,,
1.48,,
1.41,,
1.31,,
1.35,,
1.45,,
1.3,,
1.44,,
1.52,,
1.51,,
1.54,,
1.35,,
1.5,,
1.28,,
1.18,,
1.59,,
1.37,,
1.49,,
1.56,,
1.51,,
1.47,,
1.67,,
1.86,,
1.42,,
1.56,,
1.59,,
1.54,,
1.32,,
1.02,,
1.47,,
1.58,,
1.65,,
1.33,,
1.57,,
1.77,,
1.29,,
1.42,,
1.51,,
1.68,,
1.32,,
1.35,,
1.27,,
1.57,,
1.54,,
1.75,,
1.56,,
1.32,,
1.45,,
1.38,,
1.48,,
1.62,,
1.37,,
1.34,,
1.42,,
1.35,,
1.4,,
1.49,,
1.62,,
1.39,,
1.56,,
1.35,,
1.62,,
1.27,,
1.66,,
1.26,,
1.46,,
1.44,,
1.57,,
1.33,,
1.34,,
1.21,,
1.33,,
1.21,,
1.35,,
1.32,,
1.5,,
1.4,,
1.36,,
1.35,,
1.23,,
1.47,,
1.51,,
1.44,,
1.43,,
1.4,,
1.3,,
1.32,,
1.45,,
1.39,,
1.58,,
1.44,,
1.28,,
1.21,,
1.49,,
1.23,,
1.49,,
1.29,,
1.5,,
1.2,,
1.07,,
1.31,,
1.36,,
1.31,,
1.32,,
1.14,,
1.37,,
1.31,,
1.2,,
1.45,,
1.88,,
1.25,,
1.25,,
1.28,,
1.23,,
1.47,,
1.27,,
1.29,,
1.37,,
1.39,,
1.37,,
1.8,,
1.24,,
1.4,,
1.35,,
1.4,,
1.33,,
1.29,,
1.36,,
1.57,,
1.64,,
1.24,,
1.31,,
1.3,,
1.31,,
1.27,,
1.56,,
1.38,,
1.43,,
1.39,,
1.39,,
1.38,,
1.45,,
1.48,,
1.46,,
1.2,,
1.61,,
1.3,,
1.33,,
1.52,,
1.3,,
1.28,,
1.39,,
1.43,,
1.26,,
1.4,,
1.3,,
1.43,,
1.41,,
1.24,,
1.26,,
1.2,,
1.28,,
1.25,,
1.32,,
1.26,,
1.71,,
1.46,,
1.62,,
1.22,,
1.29,,
1.35,,
1.36,,
1.51,,
1.33,,
1.49,,
1.24,,
1.26,,
1.33,,
1.35,,
1.25,,
1.31,,
1.34,,
1.46,,
1.33,,
1.24,,
1.73,,
1.28,,
1.25,,
1.27,,
1.33,,
1.23,,
1.4,,
1.18,,
1.22,,
1.36,,
1.37,,
1.39,,
1.21,,
1.59,,
1.75,,
1.82,,
1.28,,
1.35,,
1.36,,
1.32,,
1.22,,
1.35,,
1.24,,
1.21,,
1.39,,
1.46,,
1.34,,
1.31,,
1.28,,
1.47,,
1.24,,
1.42,,
1.63,,
1.41,,
1.27,,
1.45,,
1.25,,
1.49,,
1.44,,
1.35,,
1.44,,
1.24,,
1.25,,
1.25,,
1.35,,
1.36,,
1.56,,
1.43,,
1.3,,
1.34,,
1.27,,
1.25,,
1.47,,
1.35,,
1.31,,
1.32,,
1.39,,
1.57,,
1.28,,
1.4,,
1.49,,
1.68,,
1.38,,
1.25,,
1.46,,
1.32,,
1.32,,
1.37,,
1.57,,
1.37,,
1.26,,
1.47,,
1.5,,
1.47,,
1.24,,
1.29,,
1.21,,
1.8,,
1.19,,
1.22,,
1.23,,
1.23,,
1.16,,
1.51,,
1.33,,
1.24,,
1.44,,
1.33,,
1.44,,
1.12,,
1.27,,
1.42,,
1.36,,
1.39,,
1.45,,
1.44,,
1.28,,
1.25,,
1.51,,
1.47,,
1.45,,
1.25,,
1.47,,
1.27,,
1.28,,
1.32,,
1.21,,
1.32,,
1.19,,
1.46,,
1.2,,
1.26,,
1.33,,
1.26,,
1.33,,
1.52,,
1.42,,
1.53,,
1.23,,
1.41,,
1.36,,
1.37,,
1.44,,
1.28,,
1.35,,
1.58,,
1.55,,
1.51,,
