InitDuration,207.5691304
212.03,
216.04,
205.95,
214.2,
206.27,
206.29,
206.54,
206.16,
202.73,
205.59,
194.48,
228.43,
192.97,
199.69,
207.48,
202.28,
211.76,
223.03,
205.71,
201.42,
222.23,
200.01,
202.8,
