Duration,
2035.33,
2038.14,
2038.59,
2025.84,
2034.27,
2030.82,
2032.89,
2011.64,
2042.41,
2039.08,
2027.36,
2042.79,
2013.02,
2030.32,
2032.92,
2050.86,
2025.95,
2032.28,
2032.27,
2032.25,
2028.85,
2011.11,
2044.31,
2031.77,
2042.92,
2032.42,
2026.45,
2007.13,
2015.86,
2013.16,
2035.74,
2027.29,
2038.29,
2029.24,
2044.49,
2037.37,
2033.73,
2029.49,
2043.06,
2037.32,
2036.55,
2031.26,
2034.27,
2044.48,
2040.41,
2007.59,
2008.82,
2030.73,
2020.44,
2035.07,
2035.05,
2031.51,
2008.37,
2030.34,
2017.05,
2039.4,
2041.28,
2006.99,
2044.46,
2025.41,
2031.24,
2040.85,
2024.81,
2032.24,
2030.65,
2012.58,
2027.39,
2023.75,
2029.15,
2033.66,
2034.01,
2009.12,
2021.46,
2028.34,
2037.7,
2027.34,
2027.82,
2043.9,
2032.64,
2044.18,
2036.34,
2023.71,
2037.52,
2037.78,
2042.91,
2039.31,
2036.87,
2041.44,
2031.96,
2029.2,
2012.45,
2012.31,
2027.01,
2035.65,
2037.25,
2037.25,
2034.02,
2026.71,
2042.07,
2044.19,
2043.34,
2040.27,
2042.76,
2041.49,
2037.1,
2020.05,
2011.78,
2033.12,
2041.95,
2027.89,
2029.88,
2035.84,
2031.62,
2020.85,
2025.06,
2008.03,
2032.61,
2043.46,
2030.04,
2030.25,
2034.42,
2007.69,
2011.72,
2041.85,
2022.48,
2011.16,
2027.26,
2037.12,
2037.62,
2026.64,
2043.41,
2043.95,
2035.15,
2030.19,
2029.86,
2015.37,
2037.13,
2025.85,
2027.45,
2030.46,
2029.26,
2025.44,
2037.03,
2024.96,
2041.44,
2027.14,
2017.01,
2027.14,
2032.94,
2038.21,
2037.46,
2039.41,
2029.48,
2036.46,
2025.57,
2030.54,
2029.14,
2044.69,
2015.92,
2042.17,
2008.2,
2011.84,
2029.65,
2029.02,
2045.64,
2023.03,
2041.98,
2039.51,
2047.99,
2012.49,
2007.06,
2030.39,
2043.59,
2036.18,
2008.04,
2023.85,
2040.39,
2027.64,
2015.14,
2015.51,
2027.68,
2036.09,
2032.83,
2034.81,
2028.2,
2030.76,
2036.14,
2037.18,
2026.86,
2008.56,
2031.62,
2023.52,
2043.01,
2029.51,
2033.88,
2025.52,
2035.29,
2043.17,
2043.25,
2017,
2044.26,
2034.06,
2029.52,
2030.84,
2041.26,
2008.54,
2018.77,
2007.05,
2036.66,
2034.85,
2034.48,
2027.79,
2021.27,
2011.83,
2015.74,
2017.34,
2018.77,
2033.79,
2015.38,
2034.44,
2044.58,
2025.75,
2039.84,
2027.67,
2043.72,
2034.65,
2041.54,
2012.33,
2017.64,
2031.95,
2029.85,
2038.69,
2044.42,
2042.06,
2041.3,
2040.64,
2011.79,
2034.96,
2011.8,
2044.05,
2025.29,
2043.28,
2043.61,
2029.96,
2029.01,
2051.88,
2012.38,
2042.16,
2031.79,
2042.21,
2034.38,
2024.81,
2042.81,
2027.83,
2041.55,
2037.49,
2039.97,
2034.76,
2024.1,
2030.39,
2022.95,
2025.28,
2044.49,
2018.96,
2033.88,
2035.07,
2043.03,
2019.61,
2045.2,
2025.38,
2038.99,
2025.17,
2021.41,
2009.1,
2009.64,
2030.56,
2014.6,
2033.79,
2032.32,
2043.4,
2031.61,
2035.54,
2026.28,
2028.56,
2037.54,
2041.11,
2040.4,
2041.88,
2046.64,
2019.82,
2034.16,
2035.36,
2042.28,
2038.55,
2013.45,
2043.23,
2008.87,
2032.84,
2012.15,
2041.68,
2038.33,
2019.71,
2049.63,
2017.55,
2035.75,
2036.2,
2042.26,
2029.6,
2012.7,
2028.4,
2031.84,
2007.02,
2047.43,
2040.92,
2044.19,
2034.75,
2019.95,
2025.07,
2016,
2029.55,
2026.77,
2016.4,
2041.73,
2038,
2048.94,
2025.54,
2026.9,
2033.05,
2016.14,
2012.3,
2025.74,
2030.11,
2029.71,
2051.87,
2043.98,
2033.97,
2040.66,
2038.33,
2007.88,
2037.33,
2037.39,
2039.79,
2007.19,
2027.38,
2038.07,
2026.3,
2035.21,
2038.75,
2039.19,
2016.78,
2026.93,
2025.84,
2021.13,
2028.32,
2041.08,
2012.54,
2032.37,
2036.41,
2011.32,
2023.99,
2009.06,
2023.56,
2044.31,
2012.74,
2036.56,
2038.89,
2006.9,
2028.37,
2027.03,
2024.63,
2017.47,
2034.61,
2033.84,
2019.83,
2033.84,
2024.93,
2028.77,
2007.28,
2030.85,
2038.67,
2022.44,
2035.14,
2041.02,
2034.19,
2020.84,
2039.75,
2016.58,
2039.37,
2031.06,
2025.76,
2038.4,
2040.13,
2038.18,
2038.88,
2027.48,
2030.91,
2026.25,
2021.67,
2029.37,
2012.95,
2008.31,
2028.43,
2038.77,
2006.82,
2029.39,
2032.87,
2016.15,
2043.18,
2041.66,
2025.38,
2032.23,
2038.32,
2032.78,
2032.2,
2034.57,
2040.89,
2032.45,
2041.93,
2044.56,
2026.87,
2036.83,
2016.82,
2028.89,
2024.42,
2025.57,
2031.5,
2038.87,
2037.76,
2037.48,
2029.54,
2049.47,
2016.65,
2012.99,
2043.67,
2012.45,
2025.31,
2053.76,
2043.51,
2044.04,
2025.33,
2037.83,
2041.86,
2037.53,
2042.02,
2032.7,
2034.56,
2029.65,
2029.96,
2030.14,
2037.86,
2041.82,
2023.38,
2032.59,
2011.33,
2029.1,
2007.29,
2013.18,
2032.1,
2020.93,
2037.4,
2038.76,
2044.58,
2039,
2029.07,
2035.19,
2030.84,
2020.49,
2026.05,
2031.01,
2019.07,
2041.41,
2023.63,
2029.22,
2022.64,
2034.17,
2033.59,
2031.83,
2015.86,
2037.33,
2033.17,
2029.46,
2033.12,
2034.16,
2015.45,
2027.82,
2044.19,
2036.09,
2041.73,
2014.96,
2033.37,
2031.85,
2029.84,
2042.5,
2043.33,
2034.33,
2032.97,
2032.53,
2034.19,
2031.43,
2015.16,
2015.97,
2031.82,
2006.95,
2042.11,
2016.63,
2012.04,
2028.75,
2039.24,
2038.76,
2034.47,
2040.1,
2023.16,
2026.56,
2012.5,
2019.36,
2026.66,
2039.71,
2036.27,
2006.83,
2044.28,
2029.65,
2025.72,
2044.54,
2029.53,
2025.64,
2030.32,
2041.92,
2033.91,
2030.5,
2015.86,
2026.74,
2027.69,
2038.99,
2007.01,
2023.61,
2032.31,
2030.19,
2039.48,
2025.2,
2040.11,
2020.3,
2012.8,
2027.18,
2030,
2030.11,
2033.7,
2026.48,
2033.42,
2039.33,
2030.53,
2041.57,
2039.11,
2026.29,
2030.16,
2032.08,
2029.77,
2039.03,
2016.95,
2012.66,
2040.98,
2030.98,
2035.27,
2043.35,
2029.88,
2029.71,
2021.21,
2020.86,
2035.28,
2021.19,
2039.09,
2028.22,
2030.35,
2053.59,
2028.84,
2012.34,
2040.2,
2044.41,
2034.22,
2033.84,
2007.3,
2027.55,
2033.86,
2040.15,
2009.36,
2028.41,
2027.75,
2014.77,
2035.62,
2036.97,
2024.72,
2026.81,
2021.46,
2038.33,
2033.17,
2034.05,
2026.79,
2046.2,
2026.79,
2024.68,
2022.7,
2035.58,
2036.69,
2006.97,
2039.77,
2011.3,
2037.04,
2041.4,
2025.11,
2029.57,
2043.92,
2035.59,
2017.01,
2030.12,
2026.15,
