InitDuration,122.2677419
137.07,
116.91,
117.03,
119.21,
118.56,
122.65,
118.47,
120.57,
123.35,
123.62,
124.37,
125.56,
128.25,
116.13,
124.4,
127.43,
121.33,
117.52,
121.24,
119.44,
121.95,
120.39,
118.64,
121.53,
124.88,
120.67,
121.42,
125.83,
133.68,
115.62,
122.58,
