InitDuration,141.3046154
139.11,
139.45,
137.78,
136.07,
134.29,
143.13,
149.42,
143.77,
143.16,
144.04,
141.13,
142.39,
141.22,
142.03,
138.43,
140.48,
144.03,
135.87,
136.88,
143.28,
134.79,
147.56,
143.66,
150.56,
142.46,
138.93,
