Duration,1.062229695,0.99
1.45,,
0.93,,
1.02,,
0.92,,
1.14,,
0.99,,
1.48,,
1.03,,
1.01,,
0.99,,
1.04,,
1.02,,
1.05,,
0.93,,
0.92,,
0.99,,
1.01,,
0.89,,
0.9,,
1.2,,
0.87,,
0.89,,
0.98,,
0.94,,
0.97,,
0.97,,
0.92,,
1.17,,
0.96,,
1.39,,
1.02,,
0.97,,
0.92,,
0.91,,
0.9,,
1.14,,
1.12,,
0.97,,
0.82,,
1,,
1.05,,
0.98,,
1.04,,
0.96,,
1.06,,
0.93,,
0.99,,
0.92,,
0.89,,
1.02,,
0.93,,
0.94,,
0.99,,
0.95,,
0.89,,
0.98,,
0.95,,
1.11,,
0.98,,
0.9,,
0.93,,
0.96,,
1.01,,
0.9,,
1.35,,
0.93,,
0.91,,
0.93,,
1,,
1.07,,
1.03,,
0.99,,
1.01,,
0.92,,
1.17,,
0.98,,
0.92,,
1.26,,
1,,
0.97,,
1.29,,
1.02,,
1.38,,
1.4,,
1.11,,
0.92,,
1.03,,
0.98,,
0.99,,
1.01,,
1,,
1,,
1.05,,
0.96,,
1.03,,
1.26,,
0.92,,
0.94,,
1.87,,
0.96,,
0.93,,
0.99,,
0.88,,
0.97,,
0.95,,
0.97,,
0.89,,
1.19,,
0.92,,
0.91,,
0.86,,
1,,
1.17,,
1.01,,
0.96,,
0.93,,
0.96,,
0.82,,
0.98,,
1.12,,
0.89,,
1.42,,
0.92,,
1.14,,
1.3,,
0.91,,
0.88,,
0.92,,
0.84,,
0.94,,
1.02,,
0.92,,
1.45,,
0.91,,
1.04,,
1.01,,
1.09,,
1,,
0.89,,
0.85,,
0.96,,
0.88,,
0.94,,
1.05,,
0.91,,
1,,
0.94,,
0.91,,
0.93,,
1.05,,
0.98,,
0.85,,
1.16,,
1.11,,
1.16,,
1.05,,
1.03,,
1.05,,
1.2,,
0.87,,
1.13,,
0.97,,
1.05,,
0.96,,
1,,
0.94,,
1.19,,
1.04,,
1.02,,
1.09,,
0.95,,
1.04,,
1.03,,
0.95,,
0.97,,
0.97,,
0.99,,
0.94,,
0.86,,
0.91,,
0.89,,
0.91,,
0.84,,
1,,
1.05,,
0.9,,
1.02,,
0.86,,
0.89,,
1.42,,
0.9,,
0.85,,
0.92,,
0.93,,
1.15,,
1.06,,
0.92,,
0.96,,
0.87,,
0.99,,
0.85,,
0.96,,
1.22,,
0.98,,
0.98,,
1.48,,
1.05,,
0.88,,
1.21,,
1,,
1.07,,
1.17,,
1.02,,
1.09,,
1.16,,
1.33,,
0.89,,
0.88,,
0.95,,
0.88,,
0.98,,
1.01,,
0.91,,
0.95,,
0.99,,
0.89,,
0.89,,
0.84,,
0.97,,
2.14,,
0.92,,
0.9,,
0.93,,
1.17,,
0.99,,
1.12,,
1.28,,
1.13,,
1.04,,
1.34,,
1.22,,
1.04,,
1.16,,
1.06,,
0.94,,
1.07,,
0.98,,
0.94,,
0.95,,
0.97,,
1.02,,
0.99,,
0.98,,
1.1,,
1.12,,
1.19,,
0.88,,
0.94,,
0.95,,
0.97,,
1.02,,
1.11,,
1.22,,
0.85,,
0.94,,
1.07,,
0.99,,
0.93,,
1.15,,
1.07,,
1.07,,
0.99,,
0.89,,
1.01,,
0.92,,
1.07,,
0.93,,
0.85,,
0.97,,
0.78,,
1.11,,
0.92,,
1.45,,
0.91,,
0.88,,
0.88,,
1.51,,
0.9,,
1.39,,
1.28,,
0.88,,
0.87,,
1,,
0.87,,
0.91,,
1.19,,
1,,
1.12,,
1.02,,
0.89,,
0.91,,
0.9,,
1.12,,
3.6,,
1.1,,
0.94,,
1.21,,
1.03,,
0.88,,
0.92,,
3.71,,
0.92,,
3.43,,
0.97,,
1.03,,
1.19,,
4.89,,
0.97,,
0.89,,
1.1,,
0.9,,
0.85,,
0.89,,
1.21,,
0.91,,
0.96,,
0.83,,
1.09,,
0.72,,
0.85,,
1.31,,
1.24,,
1.11,,
1.15,,
1.24,,
1.15,,
1.17,,
0.91,,
1.34,,
1.03,,
1.02,,
1.01,,
1.01,,
1.01,,
3.22,,
1.12,,
1.07,,
1.03,,
0.83,,
0.92,,
3.46,,
0.78,,
1.07,,
0.98,,
1.36,,
1.22,,
1.22,,
1.2,,
1.1,,
1.2,,
0.95,,
1.14,,
1.32,,
3.1,,
5.03,,
1.07,,
1.17,,
1.6,,
2.99,,
3.69,,
1.56,,
2.82,,
0.8,,
3.02,,
3.79,,
3.44,,
0.98,,
1.28,,
1.17,,
3.66,,
1.12,,
0.91,,
1.02,,
0.93,,
1.09,,
6.22,,
3.17,,
0.84,,
0.94,,
16.8,,
3.41,,
2.99,,
5.67,,
2.13,,
1.03,,
0.76,,
0.92,,
0.9,,
1.05,,
1.01,,
0.97,,
0.97,,
0.89,,
0.93,,
1.06,,
1.1,,
0.99,,
0.88,,
0.92,,
0.83,,
0.99,,
0.92,,
0.94,,
1.05,,
1.1,,
1,,
1.1,,
0.9,,
0.99,,
1.15,,
1.22,,
0.92,,
1.06,,
0.93,,
0.96,,
0.93,,
1.23,,
0.93,,
0.94,,
1.2,,
0.91,,
0.92,,
0.93,,
0.95,,
1.13,,
0.96,,
0.95,,
0.87,,
0.92,,
0.94,,
1.06,,
1,,
1.11,,
1.25,,
0.86,,
0.9,,
0.89,,
1.04,,
0.88,,
1.14,,
0.89,,
0.86,,
0.84,,
1,,
0.95,,
1.35,,
1.43,,
1.06,,
0.97,,
0.95,,
1.09,,
0.94,,
0.96,,
1.14,,
1.18,,
1.09,,
0.95,,
0.92,,
1,,
0.91,,
0.96,,
0.87,,
0.94,,
1.01,,
1.07,,
1.02,,
1.02,,
0.94,,
1.15,,
0.91,,
1.07,,
1.08,,
1.1,,
1.05,,
1.11,,
0.92,,
0.91,,
1.15,,
0.94,,
0.91,,
0.95,,
1.05,,
1.03,,
0.92,,
1,,
0.9,,
0.98,,
1.03,,
0.95,,
0.93,,
1.12,,
1.01,,
0.95,,
0.91,,
1.27,,
0.96,,
0.99,,
0.99,,
1.14,,
1.3,,
0.96,,
1.01,,
1.06,,
0.88,,
0.88,,
0.86,,
0.93,,
1.08,,
1.05,,
0.97,,
0.95,,
1.09,,
0.92,,
0.92,,
1.04,,
0.92,,
1.01,,
1.09,,
1.96,,
0.92,,
0.96,,
1.01,,
0.81,,
1.15,,
1.24,,
0.87,,
0.94,,
0.94,,
1,,
0.84,,
0.95,,
0.9,,
0.88,,
1,,
0.97,,
1,,
0.96,,
0.93,,
0.94,,
1.01,,
0.95,,
1.01,,
0.91,,
1.01,,
1,,
1.29,,
1,,
0.9,,
0.91,,
1.63,,
0.99,,
0.97,,
1.17,,
0.98,,
0.94,,
0.98,,
0.94,,
0.98,,
1.25,,
1.05,,
0.99,,
0.97,,
0.89,,
0.99,,
0.98,,
0.94,,
0.97,,
1.09,,
0.94,,
0.97,,
1.06,,
1.03,,
0.91,,
0.95,,
0.93,,
1.32,,
0.92,,
0.87,,
0.94,,
1.12,,
1.06,,
0.91,,
1.25,,
0.99,,
0.87,,
1.01,,
0.93,,
1.25,,
1.1,,
0.97,,
1.07,,
1.05,,
0.94,,
0.93,,
1.04,,
1.06,,
0.96,,
0.94,,
1.01,,
0.94,,
0.92,,
0.99,,
0.91,,
0.92,,
1,,
0.98,,
0.95,,
0.92,,
0.97,,
0.87,,
0.84,,
1.03,,
0.9,,
0.85,,
0.96,,
0.98,,
0.91,,
0.95,,
0.96,,
1.03,,
1.03,,
1.02,,
0.95,,
0.96,,
1.03,,
0.93,,
0.95,,
1.15,,
1.07,,
0.93,,
0.86,,
1.01,,
1.06,,
0.94,,
1.1,,
0.99,,
0.95,,
0.96,,
0.84,,
1.02,,
1.03,,
1.15,,
0.98,,
0.98,,
0.95,,
0.95,,
1.03,,
0.99,,
0.94,,
0.93,,
0.95,,
0.98,,
1.13,,
1.14,,
0.97,,
0.99,,
1.01,,
0.96,,
1.03,,
0.95,,
0.96,,
1.15,,
1.05,,
0.95,,
1.04,,
0.93,,
1.13,,
1.06,,
1.04,,
0.94,,
0.98,,
1.19,,
1.1,,
0.87,,
1.4,,
1.05,,
0.98,,
0.91,,
0.92,,
0.88,,
0.95,,
1.01,,
0.99,,
0.98,,
0.92,,
1,,
0.91,,
0.92,,
0.91,,
0.9,,
1.06,,
1.11,,
1.12,,
1.59,,
1.02,,
0.99,,
1.22,,
0.95,,
1.15,,
0.96,,
0.95,,
1.01,,
0.94,,
0.91,,
0.97,,
1,,
0.96,,
0.95,,
0.94,,
0.9,,
0.97,,
1.28,,
0.96,,
1.25,,
1.01,,
1,,
0.98,,
0.88,,
0.91,,
0.9,,
0.87,,
0.98,,
0.88,,
1.13,,
0.97,,
0.98,,
0.94,,
0.95,,
1,,
0.93,,
0.95,,
0.97,,
0.91,,
1.01,,
0.87,,
0.86,,
0.89,,
0.88,,
0.99,,
0.88,,
0.87,,
0.84,,
0.9,,
0.92,,
0.91,,
0.99,,
1.17,,
1.14,,
0.91,,
0.94,,
0.9,,
0.95,,
0.91,,
0.98,,
0.92,,
1.05,,
1.04,,
0.88,,
0.98,,
0.93,,
1.2,,
0.95,,
0.86,,
0.93,,
1.03,,
1.08,,
0.9,,
1,,
0.97,,
1.15,,
0.87,,
0.93,,
0.95,,
1.03,,
0.89,,
0.96,,
0.92,,
0.88,,
0.99,,
0.99,,
1.1,,
0.95,,
1.08,,
0.96,,
0.95,,
0.9,,
1.54,,
0.97,,
1,,
1.29,,
0.87,,
0.88,,
0.92,,
1.02,,
0.92,,
1.28,,
0.96,,
1.17,,
0.95,,
0.91,,
1.19,,
0.98,,
1.02,,
0.87,,
1.04,,
0.99,,
1.21,,
0.86,,
0.85,,
0.9,,
0.89,,
0.95,,
1.04,,
1.04,,
0.94,,
0.9,,
1.13,,
1.03,,
1.03,,
1.41,,
1.08,,
0.9,,
1.07,,
0.92,,
0.93,,
1.02,,
1.17,,
1.03,,
1.11,,
0.95,,
1,,
1.38,,
0.92,,
0.91,,
0.96,,
1,,
1.19,,
0.92,,
0.96,,
1.1,,
0.94,,
1,,
0.93,,
0.9,,
1.16,,
0.99,,
1.04,,
0.9,,
0.9,,
1.01,,
1.37,,
0.92,,
0.95,,
0.93,,
0.99,,
1.07,,
0.9,,
0.88,,
1.01,,
1.12,,
0.97,,
0.88,,
0.96,,
0.99,,
0.99,,
1.05,,
0.9,,
1.01,,
0.97,,
1.02,,
1.01,,
0.92,,
1.16,,
0.95,,
1.03,,
0.9,,
1.06,,
1.04,,
0.77,,
0.86,,
0.86,,
0.9,,
0.85,,
1.41,,
0.99,,
0.91,,
1,,
0.96,,
0.94,,
0.83,,
0.93,,
0.91,,
0.97,,
1.08,,
0.92,,
1.04,,
1.1,,
0.95,,
0.91,,
1.04,,
0.97,,
0.86,,
0.9,,
0.91,,
1.03,,
0.88,,
0.87,,
1.07,,
1.26,,
1.04,,
0.81,,
1.05,,
1.06,,
0.99,,
0.91,,
1.12,,
0.95,,
0.94,,
0.95,,
1,,
0.9,,
0.88,,
0.93,,
0.88,,
0.95,,
0.99,,
0.95,,
0.89,,
1.01,,
0.91,,
0.94,,
1.12,,
0.95,,
1.05,,
1.07,,
1,,
0.93,,
0.89,,
0.94,,
1.13,,
0.86,,
0.9,,
1,,
0.9,,
1.24,,
0.88,,
1.01,,
0.86,,
1.59,,
0.87,,
0.99,,
1.2,,
0.99,,
1.09,,
0.97,,
0.91,,
0.94,,
1.18,,
1.24,,
1.12,,
1.49,,
0.91,,
0.93,,
0.91,,
1.22,,
0.93,,
1,,
0.96,,
0.99,,
1.09,,
0.95,,
0.94,,
0.96,,
1.18,,
0.96,,
0.98,,
0.91,,
0.95,,
1.08,,
0.99,,
0.96,,
0.98,,
0.97,,
1.01,,
0.92,,
1.02,,
0.97,,
1.05,,
0.93,,
1.24,,
1.15,,
1.04,,
1.22,,
1.02,,
0.91,,
0.91,,
1.24,,
0.93,,
0.9,,
1,,
0.91,,
0.99,,
0.92,,
0.84,,
1,,
1.02,,
0.97,,
0.91,,
0.96,,
0.97,,
0.93,,
0.97,,
0.97,,
0.92,,
0.9,,
1.14,,
0.92,,
0.97,,
0.96,,
0.92,,
1.26,,
0.99,,
0.97,,
0.91,,
1.62,,
1.27,,
1.02,,
0.89,,
1.03,,
1.23,,
0.88,,
0.85,,
1.34,,
0.87,,
0.95,,
0.92,,
1.24,,
1.06,,
0.96,,
1.19,,
0.95,,
1.4,,
0.92,,
0.91,,
1,,
1.1,,
1.12,,
1.14,,
1.04,,
1.15,,
0.89,,
1,,
1.1,,
0.94,,
0.94,,
1.04,,
1.16,,
0.95,,
0.88,,
1.23,,
0.95,,
0.89,,
1.11,,
0.95,,
1.15,,
0.9,,
1.7,,
0.91,,
1.05,,
0.95,,
1.08,,
1.07,,
0.96,,
1,,
1.05,,
1.03,,
0.96,,
0.95,,
0.97,,
1.06,,
1.18,,
1.12,,
0.92,,
1.42,,
0.96,,
0.92,,
0.96,,
0.87,,
0.95,,
0.91,,
0.87,,
0.86,,
0.94,,
0.93,,
0.91,,
0.95,,
1,,
0.98,,
1.06,,
1.03,,
1.05,,
0.97,,
0.88,,
0.94,,
0.97,,
1.01,,
0.9,,
1.31,,
0.86,,
0.97,,
0.86,,
0.94,,
0.98,,
0.9,,
1,,
0.91,,
0.94,,
0.94,,
0.98,,
1.04,,
0.94,,
1.37,,
1.09,,
1.11,,
0.86,,
0.95,,
1.05,,
1.01,,
0.99,,
0.87,,
1.06,,
0.91,,
1,,
1.03,,
1,,
1.06,,
0.9,,
0.97,,
1.03,,
1.2,,
0.88,,
0.99,,
1.07,,
0.98,,
1.07,,
1.01,,
1.11,,
1.03,,
1.03,,
1.05,,
0.88,,
1.02,,
1.11,,
1,,
0.94,,
1.18,,
0.97,,
1.36,,
0.93,,
0.92,,
1.04,,
1.06,,
1.12,,
0.97,,
1.03,,
1.01,,
0.9,,
0.95,,
0.89,,
0.88,,
0.98,,
1.09,,
1.01,,
1.04,,
1.16,,
1.02,,
1.15,,
0.95,,
1.04,,
1.03,,
0.94,,
1.09,,
0.93,,
0.95,,
0.91,,
1.08,,
1.01,,
0.98,,
0.98,,
1.06,,
1.06,,
0.9,,
0.97,,
0.95,,
0.96,,
1.09,,
0.91,,
0.94,,
1.22,,
0.89,,
1.28,,
1.11,,
1.03,,
0.95,,
0.9,,
1.01,,
1.1,,
1.02,,
0.91,,
1.13,,
1.08,,
1.05,,
0.95,,
1.13,,
0.92,,
0.93,,
0.92,,
0.97,,
0.95,,
0.92,,
0.99,,
0.94,,
0.92,,
0.91,,
1.1,,
0.94,,
1.36,,
0.99,,
1.01,,
1.11,,
1.04,,
0.99,,
1.2,,
1.25,,
1.03,,
1.1,,
1.01,,
0.99,,
1.02,,
1.31,,
1.13,,
0.99,,
1.05,,
0.95,,
1.01,,
1.03,,
1.04,,
0.9,,
0.98,,
1.54,,
0.9,,
0.91,,
1.1,,
1.04,,
0.97,,
0.94,,
1.05,,
0.9,,
1.12,,
0.99,,
1,,
1.35,,
0.96,,
1.03,,
0.97,,
0.97,,
0.97,,
